"Time","bodyFront.frame_a.phi","bodyFront.r[1]","bodyFront.r[2]","bodyFront.w","idealWheelFront.phi_roll","idealWheelFront.v_long","idealWheelRear.phi_roll","idealWheelRear.v_long","revolute.phi","revolute.w"
0.0144,0.69802626216893571,0.064239913944013932,0.92344185974760951,-0.01464359502008129,0.00020147117966048302,0.0083945352420246692,0.00017693866790454677,0.0073724413166772612,0.69799549410115513,-0.018916729667253763
0.015599999999999999,0.69800795848375896,0.064233170251613583,0.92344989880189454,-0.015863494161381525,0.00023644796258712474,0.0090940129626703153,0.00020765738089422258,0.0079868439036920886,0.69797184939637458,-0.020492522211993675
0.016799999999999999,0.69798819180896265,0.064225887602337869,0.92345858115128443,-0.017083238294377353,0.0002742221707417465,0.0097934681276441587,0.0002408339062874904,0.0086012455012373888,0.69794631505132143,-0.022068111823450122
0.017999999999999999,0.6979669623004171,0.064218066061893897,0.92346790681705604,-0.018302816958023681,0.00031479371772105133,0.010492899164647554,0.00027646828477129344,0.0092156462470037639,0.69791889129920992,-0.023643484352229766
0.019199999999999998,0.69794426922122044,0.064209705319640556,0.92347787569861983,-0.019522301205099252,0.0003581630120106918,0.011192313506978333,0.00031456032399148357,0.0098300584236280433,0.69788957703748045,-0.025218706691893127
0.020399999999999998,0.69792011257137287,0.064200805375577819,0.9234884877959757,-0.020741694808617268,0.00040433005361066793,0.011891711154636501,0.00035511002394806072,0.010444484289240413,0.69785837226613323,-0.026793778842440205
0.021599999999999998,0.69789449235087431,0.064191366229705712,0.92349974310912375,-0.021961001541724718,0.00045329484252097982,0.012591092107622048,0.00039811738464102495,0.011058926101374789,0.69782527698516794,-0.028368700803871008
0.022799999999999997,0.69786740855972462,0.064181387882024224,0.92351164163806387,-0.023180225177727755,0.0005050573787416272,0.013290456365934988,0.0004435824060703762,0.011673386116931868,0.69779029119458469,-0.029943472576185525
0.023999999999999997,0.69783886119792393,0.064170870332533353,0.9235241833827964,-0.024399369490117437,0.00055961766227261044,0.013989803929575308,0.00049150508823611442,0.01228786659214254,0.69775341489438358,-0.031518094159383767
0.025199999999999997,0.69780885345226762,0.064159814957035904,0.92353736879852122,-0.025618215216223157,0.00061697390970464976,0.014689110175577322,0.00054188633165960331,0.01290233654828787,0.69771465289891765,-0.033092343851295732
0.026399999999999996,0.69777738360501318,0.064148221013948417,0.92355119763987714,-0.02683688633927905,0.00067712708232872459,0.015388388376180374,0.0005947256509429734,0.013516816149207515,0.69767400261316048,-0.034666341153540392
0.027599999999999996,0.69774445117558859,0.064136088295798269,0.92356566983821953,-0.028055420262287422,0.00074007744908496887,0.016087642244555507,0.00065002291028658633,0.01413131265853927,0.69763146331110215,-0.036240119499055388
0.028799999999999999,0.69771005616399351,0.064123416802585487,0.92358078539354804,-0.029273820754967258,0.00080582500997338261,0.016786871780702699,0.00070777810969044233,0.014745828327635165,0.69758703499274266,-0.037813678887840707
0.029999999999999999,0.69767419857022817,0.06411020653431003,0.92359654430586291,-0.030492091587223141,0.00087436976499396558,0.017486076984621981,0.00076799124915454095,0.015360365406990919,0.69754071765808212,-0.039387019319896362
0.031199999999999999,0.69763687839429245,0.064096457490971925,0.92361294657516402,-0.031710236529170745,0.0009457117141467179,0.018185257856313339,0.00083066232867888231,0.015974926146209437,0.69749251130712053,-0.040960140795222345
0.032399999999999998,0.69759809626437508,0.064082169948157852,0.92362999229387577,-0.032928226196330339,0.0010198505036788823,0.018884410740079249,0.00089579153484438032,0.016589507853342834,0.69744241689510411,-0.042533010368203429
0.033599999999999998,0.69755785632153122,0.064067345722550795,0.9236476820712638,-0.034145845792046714,0.0010967838016324855,0.019583511537357077,0.00096338009760285788,0.017204080203530189,0.69739044071907152,-0.044105410859500239
0.034799999999999998,0.69751615514796328,0.064051983314761182,0.92366601540447368,-0.035363279462244677,0.0011765135326765573,0.020282580137766487,0.001033427001820162,0.017818672319389488,0.6973365775817959,-0.045677521516917938
0.035999999999999997,0.69747299274367103,0.064036082724789015,0.92368499229350576,-0.036580530971851613,0.0012590396968110977,0.020981616541307486,0.0011059322474962923,0.018433286444077761,0.69728082748327702,-0.04724934234045651
0.037199999999999997,0.69742836910865469,0.064019643952634306,0.92370461273835991,-0.03779760408600228,0.0013443622940361066,0.021680620747980082,0.0011808958346312495,0.019047924819673778,0.6972231904235151,-0.048820873330115949
0.038399999999999997,0.69738228424291404,0.064002666998297042,0.92372487673903603,-0.039014502570064231,0.0014324813243515842,0.022379592757784256,0.001258317763225033,0.019662589687141459,0.69716366640250993,-0.050392114485896276
0.039599999999999996,0.69733473814644931,0.063985151861777209,0.92374578429553422,-0.040231230189662834,0.0015233967877575304,0.023078532570720029,0.0013381980332776431,0.020277283286293284,0.69710225542026161,-0.051963065807797477
0.040799999999999996,0.69728573258362536,0.063967099340578537,0.92376733568180069,-0.041447723105950733,0.0016171076790577855,0.023777432752759502,0.0014205372169778039,0.020891997783022642,0.6970389601930409,-0.053533660159106856
0.041999999999999996,0.69723526956099946,0.063948510341677145,0.92378953120938601,-0.04266390818994921,0.0017136128550740931,0.024476284849414515,0.0015053359650579151,0.021506723954790943,0.69697378380997776,-0.055103821187334055
0.043199999999999995,0.69718334738527554,0.063929384099692871,0.92381237061537846,-0.043879854078351377,0.0018129132805131379,0.025175095995269035,0.0015925937283771125,0.022121473699810237,0.69690672366421336,-0.056673613324913309
0.044399999999999995,0.69712996631182589,0.063909720730055547,0.9238358539394288,-0.045095554742694527,0.0019150088098839264,0.025873865114329982,0.0016823105897533666,0.022736247790654283,0.69683778014889797,-0.058243026854550253
0.045599999999999995,0.69707512659602278,0.063889520348194992,0.92385998122118762,-0.046311004153261337,0.0020198992976954663,0.026572591130604294,0.0017744866320046479,0.023351046997926863,0.69676695365718111,-0.059812052058950516
0.046799999999999994,0.69701882849323848,0.06386878306954101,0.92388475250030577,-0.047526196279074943,0.0021275845984567643,0.027271272968098888,0.0018691219379489261,0.023965872090225233,0.69669424458221341,-0.061380679220819696
0.047999999999999994,0.69696107225884507,0.063847509009523434,0.92391016781643376,-0.048741125087894382,0.0022380645666768271,0.027969909550820737,0.001966216590404172,0.0245807238341035,0.69661965331714459,-0.062948898622863458
0.049199999999999994,0.69690185814821515,0.063825698283572069,0.9239362272092223,-0.04995578454620981,0.0023513390568646628,0.028668499802776751,0.0020657706721883551,0.025195602994036188,0.69654318025512485,-0.064516700547787381
