"Time","body.phi","damper1D.s_rel","damper1D.v_rel","revolute.w"
9.3100000000000005,-0.22479002511056961,-0.066713034774188051,-0.19069902208876585,1.9555464280146062
9.3119999999999994,-0.2208761808003207,-0.067093356258082812,-0.1896163001863736,1.9582797057194075
9.3140000000000001,-0.21695694814169561,-0.067471493912331593,-0.18851525904271835,1.9609348268610023
9.3160000000000007,-0.21303248369082625,-0.06784741106282742,-0.18739592793248921,1.9635116631099652
9.3179999999999996,-0.20910294428464546,-0.068221071080914436,-0.18625834213563747,1.9660100952006991
9.3200000000000003,-0.20516848702695645,-0.068592437392947514,-0.18510254300218021,1.9684300130419172
9.322000000000001,-0.20122926927453344,-0.068961473489849032,-0.18392857801701312,1.9707713158270967
9.3239999999999998,-0.19728544862319097,-0.069328142936668377,-0.18273650086471424,1.9730339121449612
9.3260000000000005,-0.19333718289385327,-0.069692409382141662,-0.18152637149434747,1.9752177200899537
9.3279999999999994,-0.18938462642788279,-0.07005423856250452,-0.18029820845105213,1.9773226122962206
9.3300000000000001,-0.18542793808014887,-0.070413593984578013,-0.1790520924965468,1.9793485355347558
9.3320000000000007,-0.18146727689921766,-0.070770439261966522,-0.1777881109849509,1.9812954465676955
9.3339999999999996,-0.17750280101611929,-0.071124738717524852,-0.17650634373615481,1.9831632958841674
9.3360000000000003,-0.17353466867228792,-0.071476456829959401,-0.17520687657522344,1.9849520433582892
9.338000000000001,-0.16956303820372201,-0.071825558244433554,-0.17388980137211396,1.986661658330674
9.3399999999999999,-0.16558806802511308,-0.07217200778317566,-0.17255521608138333,1.9882921196899495
9.3420000000000005,-0.16160991661397467,-0.072515770456087161,-0.1712032247818957,1.9898434159542771
9.3439999999999994,-0.15762874249480624,-0.072856811471347538,-0.16983393771654171,1.9913155453528573
9.3460000000000001,-0.15364470422320442,-0.073195096246023925,-0.16844747133193991,1.992708515907454
9.3480000000000008,-0.14965795881554847,-0.073530591027900855,-0.16704391192256221,1.9940223005593865
9.3499999999999996,-0.14566866380402396,-0.073863262091806048,-0.16562336415719037,1.9952568971401221
9.3520000000000003,-0.14167697878411958,-0.074193075135501968,-0.16418598772207307,1.9964123736640349
9.354000000000001,-0.13768306198345068,-0.074519996633206742,-0.16273191739631426,1.9974887696408883
9.3559999999999999,-0.13368707155165685,-0.074843993332771738,-0.16126129366396449,1.9984861339192486
9.3580000000000005,-0.12968916554323531,-0.075165032266798826,-0.15977426272340103,1.9994045247305432
9.3599999999999994,-0.12568950190040987,-0.075483080763754914,-0.15827097649672098,2.0002440097331111
9.3620000000000001,-0.12168823843594664,-0.07579810645909052,-0.15675159263911437,2.0010046660562635
9.3640000000000008,-0.11768553281602286,-0.07611007730635444,-0.15521627454825745,2.0016865803443369
9.3659999999999997,-0.11368154254306044,-0.076418961588310894,-0.15366519137369278,2.0022898488007494
9.3680000000000003,-0.10967642466370271,-0.076724727856879324,-0.15209849955609642,2.002814553219848
9.370000000000001,-0.10567033541205344,-0.077027344856301611,-0.15051632001469165,2.0032607313610842
9.3719999999999999,-0.10166343229955227,-0.077326782079896544,-0.14891887974634538,2.0036285610678375
9.3740000000000006,-0.097655871893532017,-0.077623009210358973,-0.14730636371099709,2.0039181677418196
9.3759999999999994,-0.093647810500651088,-0.077915996312292068,-0.14567896191786814,2.0041296855896995
9.3780000000000001,-0.089639404149218768,-0.07820571384319884,-0.14403686940187857,2.0042632576243138
9.3800000000000008,-0.085630808571573652,-0.078492132664469888,-0.14238028620008633,2.004319035665878
9.3819999999999997,-0.081622179186426808,-0.078775224052373527,-0.14070941732811104,2.0042971803432019
9.3840000000000003,-0.077613671081204663,-0.079054959709045969,-0.13902447275655849,2.0041978610948954
9.386000000000001,-0.073605438994424011,-0.079331311773479435,-0.13732566738745802,2.0040212561705903
9.3879999999999999,-0.069597637298035073,-0.079604252832512143,-0.13561322103068665,2.0037675526321417
9.3900000000000006,-0.065590421091709511,-0.079873753774346315,-0.13388727263056549,2.0034368293608096
9.3919999999999995,-0.061583943314169227,-0.080139789370139589,-0.13214810164874943,2.0030293591376132
9.3940000000000001,-0.05757835721363002,-0.080402333457389993,-0.13039593616500944,2.002545346856202
9.3960000000000008,-0.053573815618888368,-0.080661360331010096,-0.12863100770588279,2.0019850043624885
9.3979999999999997,-0.049570470913763882,-0.080916844769649651,-0.12685355183049898,2.0013485512873035
9.4000000000000004,-0.045568475019860361,-0.08116876204587456,-0.12506380807476378,2.0006362150036283
9.402000000000001,-0.041567979379358883,-0.08141708793634371,-0.123262019895557,1.9998482305838101
9.4039999999999999,-0.037569134937778803,-0.081661798731988172,-0.12144843461491646,1.9989848407567965
9.4060000000000006,-0.033572092126738909,-0.081902871248189874,-0.11962330336422182,1.9980462958653522
9.4079999999999995,-0.029577000846753944,-0.082140282834958597,-0.11778688102839426,1.9970328538232907
9.4100000000000001,-0.025584012924006347,-0.082374008647369087,-0.11593937339115483,1.995944704022995
9.4120000000000008,-0.021593276742461347,-0.0826040275810873,-0.11408105126951427,1.9947821317683152
9.4139999999999997,-0.017604940069809675,-0.082830319134014604,-0.11221218978102339,1.9935454308348719
9.4160000000000004,-0.013619150813559876,-0.083052862560070606,-0.11033305178391767,1.9922348796554461
9.418000000000001,-0.0096360562943438692,-0.083271637665060003,-0.10844390296273243,1.9908507630863739
9.4199999999999999,-0.0056558032299847882,-0.083486624815404448,-0.10654501174459761,1.9893933723245945
9.4220000000000006,-0.0016785377195649243,-0.083697804946874191,-0.10463664921553238,1.9878630048247046
9.4239999999999995,0.0022955947724709897,-0.083905159573317969,-0.102719089036757,1.9862599642160204
9.4260000000000002,0.0062664494322655171,-0.084108670795395496,-0.10079260736097877,1.9845845602196222
9.4280000000000008,0.01023388211244527,-0.084308321309307516,-0.098857482748703998,1.9828371085654204
9.4299999999999997,0.014197746898780197,-0.084504092092905492,-0.096913971705775676,1.9810178929750164
9.4320000000000004,0.018157899351577939,-0.08469596547309409,-0.094962340704154297,1.9791272150344461
9.4340000000000011,0.022114199082113727,-0.084883927562697761,-0.093002891584501909,1.977165433768759
9.4359999999999999,0.026066504302244487,-0.085067963085525999,-0.091035907063547652,1.9751328808969022
9.4380000000000006,0.030014673922699773,-0.085248057359788756,-0.089061671377106966,1.9730298930002679
